PRN_NO,Name,hour_study,prev_midsemmarks,Prev_Sem_Marks,Attendance_%,Mobile_Screen_Time_hrs,Risk
2304344,Arjun Joshi,1,18,81,53.2,8.5,1
2304345,Sai Patel,6,13,65,72.7,2.3,0
2304346,Diya Patel,2,1,25,68.1,11.3,1
2304347,Raj Rao,6,6,48,70.6,5.1,1
2304348,Priya Pawar,6,7,38,87.2,11,1
2304349,Aryan Shah,0,9,34,65.7,1.7,1
2304350,Kavya Singh,5,12,76,81,6.4,0
2304351,Vivaan Desai,3,20,57,47.5,0.5,0
2304352,Rohan Verma,7,19,40,95.2,5.3,0
2304353,Raj Jadhav,7,0,70,36,1.5,1
2304354,Rahul Singh,2,8,58,99.6,5.7,0
2304355,Ishaan Kulkarni,3,9,39,74.3,6.9,0
2304356,Sneha Shah,0,19,21,62.9,10.3,1
2304357,Amit Jadhav,1,1,51,51.8,3.9,1
2304358,Priya Kumar,6,19,23,58.4,7,1
2304359,Vivaan Pandey,6,10,26,84.8,1.3,0
2304360,Krishna More,8,4,22,39.8,11,1
2304361,Aisha Kumar,8,17,44,47.7,5.7,1
2304362,Deepak More,8,6,28,38.7,3.4,1
2304363,Arjun Desai,5,2,45,59.9,5.8,1
2304364,Pooja Kumar,7,15,83,57.1,6,0
2304365,Neha Kumar,8,14,37,75.4,9,0
2304366,Raj More,6,7,21,99.7,11.7,1
2304367,Shreya Nair,3,19,20,92.5,2.6,0
2304368,Siddharth Joshi,3,4,67,91.6,1.1,0
2304369,Nikhil Mehta,5,2,99,75.2,8,0
2304370,Aarav More,3,4,82,48.9,10.7,1
2304371,Arjun More,6,8,55,56.9,7,0
2304372,Aarav Pandey,7,15,82,47.5,1.4,0
2304373,Riya Joshi,7,13,94,39.5,5.4,0
2304374,Raj Shah,7,17,45,60.5,8,0
2304375,Ishaan Gupta,1,6,25,92.8,4.3,1
2304376,Aryan Gupta,1,14,45,82.1,10.2,1
2304377,Kavya Gupta,1,7,62,98.9,3.1,1
2304378,Amit Pandey,1,2,20,43.6,4.7,1
2304379,Diya Sharma,3,10,28,65,11,0
2304380,Priya Sharma,4,19,46,85.5,7.1,0
2304381,Priya Jadhav,3,17,90,62.2,0.6,0
2304382,Shreya Chavan,4,14,22,54.9,3.3,1
2304383,Diya Joshi,3,9,80,87.1,9.2,0
2304384,Aarav Chavan,6,2,92,60.1,1.1,0
2304385,Aarav Pawar,0,14,21,93.9,11.9,1
2304386,Sai Verma,0,5,93,48.8,10.8,1
2304387,Kavya Rao,1,10,100,92.8,3.1,0
2304388,Sneha Jadhav,0,10,50,49.5,10.8,1
2304389,Sai Nair,2,18,84,50.3,8.5,1
2304390,Vijay Jadhav,5,2,37,59.4,5.4,1
2304391,Manish Mehta,5,12,25,66.1,2.8,0
2304392,Ishaan Nair,0,7,61,59.3,2.8,1
2304393,Kavya Rao,5,20,87,90.4,7.3,0
2304394,Sneha Rao,4,10,23,85.7,5.3,0
2304395,Raj Joshi,6,10,23,51.7,7.3,1
2304396,Ananya Patel,5,12,84,65.8,4.3,0
2304397,Sneha More,6,2,60,60.2,3.1,0
2304398,Suresh Chavan,1,5,62,33.9,10.1,1
2304399,Rohan Kumar,0,9,74,82.4,11.1,0
2304400,Shreya Mishra,6,18,38,42.7,8.6,1
2304401,Rahul Mehta,8,11,40,95.4,2.4,0
2304402,Aryan Mehta,1,13,77,57.8,1.6,1
2304403,Pooja Kulkarni,6,10,49,73.6,6.7,0
2304404,Vivaan Mishra,2,20,26,87.3,6.8,1
2304405,Vivaan More,5,9,88,42.6,7.9,1
2304406,Raj Verma,2,2,83,67.9,10.9,1
2304407,Aditya Rao,4,12,21,46.6,7.9,1
2304408,Aditya Nair,1,17,86,65.7,11,0
2304409,Vijay Rao,7,12,98,70.6,1.9,0
2304410,Suresh Chavan,7,13,93,41.8,8.7,1
2304411,Kavya More,6,13,28,70.7,11.2,0
2304412,Aditya Jadhav,5,6,42,61.8,5.8,1
2304413,Rohan Mehta,0,11,33,66.5,11.6,1
2304414,Aisha Shah,7,3,73,93.3,6.9,0
2304415,Arjun Patel,0,15,64,63.9,11.3,0
2304416,Priya Singh,7,18,35,63.3,9.1,0
2304417,Arjun Sharma,1,9,91,62.9,5.8,0
2304418,Manish Jadhav,7,15,76,73.6,0.9,0
2304419,Ananya Mishra,3,4,27,55.7,8.1,1
2304420,Krishna Verma,6,15,44,86.1,3.4,0
2304421,Arjun Mishra,4,0,60,50,3.8,1
2304422,Riya Chavan,7,4,81,51,0.7,1
2304423,Vijay Patel,5,12,96,71.2,6.9,0
2304424,Amit Singh,4,12,37,48.2,3.8,1
2304425,Priya Tiwari,0,2,69,36.3,11.8,1
2304426,Siddharth Patel,2,16,60,44.4,9.1,1
2304427,Riya Pandey,8,18,53,94,4.6,0
2304428,Nikhil Nair,8,4,100,30.7,3.9,1
2304429,Krishna Desai,4,4,31,39.3,8.7,1
2304430,Riya Nair,2,14,99,83.1,3.4,0
2304431,Kavya More,5,9,96,98.6,5.7,0
2304432,Vivaan Verma,4,11,94,78.2,2.3,0
2304433,Sai More,0,10,97,94.6,3.4,0
2304434,Ishaan Patel,1,0,61,89.9,1.6,1
2304435,Raj Tiwari,4,20,74,63.6,5.4,0
2304436,Deepak Chavan,8,2,78,53.3,11.2,1
2304437,Aarav Patel,3,3,70,74.3,1.7,0
2304438,Amit Jadhav,8,18,72,67.3,5.5,0
2304439,Krishna Rao,2,19,100,31.8,3.9,1
2304440,Suresh Sharma,0,2,28,97,4.7,1
2304441,Rahul Nair,5,17,22,69.9,9.4,0
2304442,Manish Rao,6,2,27,91.2,5.5,1
2304443,Suresh Shah,3,6,78,81.4,8,0
2304444,Vihaan Mishra,4,20,49,53.9,11.7,1
2304445,Kavya Kumar,3,0,86,93.1,7.6,0
2304446,Raj Kulkarni,2,18,74,85.3,4.4,0
2304447,Aditya Shah,0,17,53,60.1,5.1,0
2304448,Rohan Shah,5,1,62,88.8,8.5,0
2304449,Vivaan Tiwari,4,11,47,49,8.5,1
2304450,Amit Gupta,0,16,56,76.9,4.7,0
2304451,Krishna Desai,4,20,49,38,8.8,1
2304452,Arjun Patel,5,20,90,90.6,6.8,0
2304453,Manish Pawar,4,2,81,81.1,11.8,0
2304454,Vivaan Sharma,0,11,48,40.7,10.9,1
2304455,Rohan Tiwari,4,11,21,31.5,10,1
2304456,Arjun More,0,5,76,57.3,0.9,1
2304457,Nikhil Desai,2,9,76,77.3,4.9,0
2304458,Suresh Verma,1,5,61,49.8,7.1,1
2304459,Ishaan Mehta,0,13,68,98.1,6.5,0
2304460,Manish Patel,3,1,76,95.4,9.3,0
2304461,Vivaan Joshi,1,10,90,71.9,11,0
2304462,Arjun Gupta,4,14,37,52.1,9.6,1
2304463,Aisha Mishra,0,7,89,92.7,3,1
2304464,Rahul Kulkarni,0,12,46,86.2,6.1,1
2304465,Siddharth Rao,3,18,73,36,5,0
2304466,Aisha Jadhav,6,9,43,63.3,9.3,0
2304467,Deepak Verma,1,8,53,98.7,10.8,0
2304468,Deepak Rao,1,17,41,61.8,3.8,1
2304469,Krishna Patel,0,6,82,95.3,6.1,1
2304470,Aarav Sharma,4,2,55,98.4,8.9,0
2304471,Neha Gupta,5,11,80,57.1,1.1,0
2304472,Diya More,5,14,61,97.5,11.6,0
2304473,Ananya Chavan,1,20,52,39.7,9.7,1
2304474,Deepak More,6,12,93,41.2,6.7,0
2304475,Aditya Shah,5,5,28,49.4,9.5,1
2304476,Kunal Gupta,7,7,44,62.7,10.1,1
2304477,Vivaan Joshi,5,13,32,42.7,6.2,1
2304478,Diya Pandey,8,2,66,53.8,5.6,1
2304479,Amit Patel,1,15,64,37.3,10.1,1
2304480,Nikhil Kulkarni,6,17,24,60.1,10.4,0
2304481,Arjun Kumar,4,16,50,87.9,1.9,0
2304482,Amit Sharma,0,17,50,71.7,10.9,0
2304483,Ishaan Jadhav,2,9,90,86.7,3.7,0
2304484,Aisha Chavan,3,16,60,39.5,8.2,1
2304485,Shreya Kulkarni,1,15,65,58,8.7,1
2304486,Ananya Mishra,6,20,71,32.8,3.7,0
2304487,Diya Nair,0,1,24,55.9,4,1
2304488,Rohan Tiwari,2,19,31,73,8.6,1
2304489,Kunal Chavan,8,3,40,69.8,2.5,1
2304490,Pooja Shah,1,10,28,34.2,10.4,1
2304491,Krishna Kumar,4,6,36,34.3,3.1,1
2304492,Shreya Jadhav,3,16,43,51.4,4.5,1
2304493,Diya Jadhav,2,18,46,84,3.6,1
2304494,Pooja Singh,4,5,27,31.4,3.3,1
2304495,Kavya Gupta,5,9,63,73.1,11.8,0
2304496,Amit Chavan,0,20,81,42.9,3.4,1
2304497,Krishna Nair,1,3,48,96.1,7.2,1
2304498,Vijay Jadhav,0,0,93,60.1,9.1,1
2304499,Kavya Jadhav,2,6,43,33.4,1,1
2304500,Rohan Singh,7,20,53,80,10.6,0
2304501,Raj Gupta,7,15,79,63.9,2.3,0
2304502,Nikhil Chavan,3,16,50,91.7,7.3,0
2304503,Aditya Jadhav,5,4,23,75.6,7.9,1
2304504,Siddharth Tiwari,8,9,28,78.5,7.7,0
2304505,Pooja Pawar,6,6,96,83.7,8.9,0
2304506,Aarav Pawar,1,12,73,59.4,11.2,1
2304507,Suresh Desai,1,6,20,85.5,11.2,1
2304508,Kavya Tiwari,2,14,80,33.5,7.1,1
2304509,Siddharth Kulkarni,7,16,92,83.6,4.8,0
2304510,Kunal More,8,2,50,74.5,4.2,0
2304511,Rahul Joshi,2,4,64,69.7,10.7,1
2304512,Vijay Mishra,8,9,79,52.3,10.3,1
2304513,Shreya Tiwari,7,4,92,38,3.9,1
2304514,Aarav Joshi,4,6,61,75.3,2.3,0
2304515,Ishaan Jadhav,2,6,46,63,10.4,1
2304516,Krishna Sharma,6,13,77,45.2,7.5,1
2304517,Siddharth Pawar,8,14,88,33,4.1,0
2304518,Neha Rao,5,4,100,67.7,7.5,0
2304519,Aditya Gupta,2,4,92,38.8,1.3,1
2304520,Vivaan Kulkarni,4,3,53,95.1,2.7,0
2304521,Deepak Singh,6,19,29,40.5,6.8,1
2304522,Aryan Nair,7,20,85,32.2,6.7,0
2304523,Vijay Desai,3,8,44,48.3,3.3,1
2304524,Manish Chavan,1,11,22,42.2,11.8,1
2304525,Raj Pawar,1,15,53,85.4,5.2,0
2304526,Riya Joshi,2,7,90,50.3,8.6,1
2304527,Riya Patel,7,8,47,47.2,3.5,1
2304528,Raj Chavan,0,11,28,99.6,5.4,1
2304529,Ishaan Shah,6,19,30,40.5,10.1,1
2304530,Aditya Pawar,5,6,99,35.9,10.3,1
2304531,Rahul Jadhav,1,20,58,51.4,2.1,1
2304532,Priya Singh,8,3,32,58.4,4.6,1
2304533,Riya Pawar,4,2,30,83.2,2.8,1
2304534,Krishna Rao,1,0,54,96.9,10.7,1
2304535,Vijay Kulkarni,2,6,27,83.5,9.2,1
2304536,Deepak Verma,6,8,26,80.9,7,0
2304537,Krishna Rao,6,1,88,99.4,8,0
2304538,Aditya Kulkarni,0,6,89,83.6,11,1
2304539,Sai Joshi,3,9,76,39.8,4,0
2304540,Aarav Sharma,5,1,54,62.3,0.7,0
2304541,Arjun Rao,7,12,30,65.2,0.8,0
2304542,Diya Verma,2,2,57,51.3,1,1
2304543,Pooja Pandey,2,12,97,41.5,2,1
2304544,Diya Tiwari,7,9,68,79.8,7.1,0
2304545,Raj Joshi,7,11,54,49.4,11.8,1
2304546,Sneha Nair,7,2,48,73.7,5.3,1
2304547,Kavya Tiwari,0,19,60,52.6,8.7,1
2304548,Ishaan Singh,7,5,25,65.4,9.6,1
2304549,Raj Chavan,7,2,29,53.6,9.7,1
2304550,Vijay Mishra,1,1,42,58.8,5.6,1
2304551,Amit Kulkarni,8,13,65,81.2,6.8,0
2304552,Shreya Tiwari,6,14,31,91.9,4.3,0
2304553,Shreya Gupta,7,17,74,65.6,8.4,0
2304554,Raj Mehta,1,18,32,72.7,4.9,1
2304555,Nikhil Patel,3,9,93,90.5,4.1,0
2304556,Ishaan Kulkarni,6,19,26,40,7.7,1
2304557,Amit Nair,5,16,31,41.4,4.4,1
2304558,Amit More,6,16,80,55.1,5.2,0
2304559,Kunal Patel,0,18,44,51.6,8.7,1
2304560,Priya Desai,7,3,21,99,10.3,1
2304561,Kavya Chavan,6,10,45,69.5,5.5,0
2304562,Rohan Singh,3,16,70,66.7,6.5,0
2304563,Kunal More,0,9,88,70.5,9.1,0
2304564,Ananya Pandey,7,16,81,91.3,3.1,0
2304565,Priya Gupta,6,11,91,47,5.3,0
2304566,Arjun Pandey,7,9,92,65.8,9.8,0
2304567,Siddharth Jadhav,0,9,58,49,10.8,1
2304568,Priya Shah,4,5,30,84.6,7.9,1
2304569,Vivaan Kulkarni,8,16,83,84.4,5,0
2304570,Pooja Kulkarni,4,18,99,97,7.5,0
2304571,Vihaan Jadhav,2,1,61,61.3,2.6,1
2304572,Sai More,8,3,29,41.1,0.8,1
2304573,Priya Verma,8,17,38,92.7,1.4,0
2304574,Manish Kumar,3,20,23,92.3,1.7,0
2304575,Siddharth Desai,3,3,22,46.4,3.1,1
2304576,Arjun Jadhav,7,5,100,49.3,5.8,1
2304577,Suresh Jadhav,6,13,33,51.9,3.2,1
2304578,Sneha Nair,4,6,29,61.6,7.2,1
2304579,Aditya Mehta,5,11,25,88,12,0
2304580,Aditya Desai,2,1,50,40.1,6.2,1
2304581,Ananya Shah,5,17,50,79,9.2,0
2304582,Aditya Joshi,7,12,67,54.7,3.9,0
2304583,Sneha Desai,8,12,28,43.7,11.6,1
2304584,Rohan Nair,2,4,95,53.7,3.4,1
2304585,Priya Pandey,7,6,45,67.3,7.4,1
2304586,Neha Chavan,2,11,21,94.5,11.8,1
2304587,Amit Kulkarni,1,13,23,74,9.8,1
2304588,Ananya Jadhav,4,0,25,72.5,11.9,1
2304589,Suresh Mishra,3,9,49,37.6,4.9,1
2304590,Arjun Singh,4,8,74,35.6,1.4,0
2304591,Nikhil Tiwari,5,9,47,39.1,3.3,1
2304592,Ishaan Mehta,2,6,80,36.7,11.5,1
2304593,Deepak More,0,15,96,70.3,4.8,0
2304594,Aditya Gupta,3,11,74,61.7,1.9,0
2304595,Rahul Jadhav,5,11,55,30.3,7.3,1
2304596,Aarav Kumar,1,18,93,54.6,6.3,1
2304597,Neha Pawar,1,12,93,38.9,1.2,1
2304598,Kavya Desai,0,20,24,99.2,5.7,1
2304599,Vivaan Rao,8,17,48,62.2,7.8,0
2304600,Amit Tiwari,2,2,31,59.8,3.2,1
2304601,Aditya Shah,1,6,41,75.1,1.9,1
2304602,Vihaan Shah,3,0,78,55,10.4,1
2304603,Diya Verma,5,2,58,80.1,7.7,0
2304604,Vivaan Pandey,0,20,21,93.3,2.3,1
2304605,Suresh Pawar,8,13,33,64.9,7.7,0
2304606,Rohan Tiwari,8,3,29,56.8,9,1
2304607,Ananya Pawar,7,18,67,66.5,7.4,0
2304608,Sneha Rao,5,5,83,72.2,1.8,0
2304609,Neha Rao,3,19,22,89.3,1.9,0
2304610,Manish Jadhav,1,8,91,57.6,1,1
2304611,Vijay Gupta,7,10,79,33.6,3.2,0
2304612,Vijay Rao,6,14,100,74.2,1.2,0
2304613,Vivaan Kumar,3,8,87,99.1,9.8,0
2304614,Pooja Pandey,2,10,40,89.8,0.7,1
2304615,Priya Sharma,5,9,38,83.1,7.2,0
2304616,Shreya Shah,0,1,98,42.4,9.8,1
2304617,Ananya Desai,1,13,39,82.4,10.8,1
2304618,Nikhil Kumar,6,3,77,35.7,5.2,1
2304619,Nikhil Joshi,2,1,61,64.6,7.6,1
2304620,Suresh Verma,0,4,29,56,11.4,1
2304621,Priya Nair,1,13,42,93.4,8.2,1
2304622,Aditya Kulkarni,8,14,31,41.2,10.9,1
2304623,Siddharth Nair,6,18,28,85.2,8.4,0
2304624,Nikhil Jadhav,6,5,98,33.4,1.3,1
2304625,Sneha Jadhav,7,14,48,79.1,2.8,0
2304626,Nikhil Kumar,7,13,39,50.6,11.3,1
2304627,Aryan Mishra,8,7,84,98.3,10.2,0
2304628,Rahul Kumar,1,19,22,77,5.4,1
2304629,Vihaan Singh,7,11,27,51.6,2.4,1
2304630,Arjun Sharma,7,3,58,46.5,2.3,1
2304631,Kavya Verma,4,20,83,74.8,10.9,0
2304632,Kunal Kumar,4,5,50,49.1,2.4,1
2304633,Rohan Pandey,3,10,91,43.1,4.9,0
2304634,Raj Gupta,4,6,98,75.3,10.9,0
2304635,Vivaan Joshi,1,3,41,80.7,0.9,1
2304636,Ishaan Joshi,1,14,24,46.7,7.8,1
2304637,Kunal Joshi,4,0,77,67.5,4.5,0
2304638,Nikhil Tiwari,2,8,92,76.5,1.7,0
2304639,Rahul Jadhav,0,19,98,95.9,7,0
2304640,Sai Singh,8,7,82,86.2,6.1,0
2304641,Aryan Jadhav,1,11,80,59.5,1.6,1
2304642,Ananya Chavan,1,6,71,89.1,3.6,1
2304643,Deepak Joshi,3,17,52,60.9,9,0
2304644,Sai Gupta,1,0,41,39.1,9.2,1
2304645,Aditya Shah,6,8,70,53.9,7.4,1
2304646,Pooja Nair,0,6,30,86.3,1.8,1
2304647,Raj Kulkarni,1,13,77,96.9,10.3,0
2304648,Neha Chavan,4,0,69,98.9,2.5,0
2304649,Nikhil Desai,1,12,89,74.7,8.8,0
2304650,Ishaan Patel,8,19,36,63.5,1,0
2304651,Suresh Joshi,3,14,65,41.3,4.3,0
2304652,Suresh Joshi,8,4,63,37.2,6,1
2304653,Sneha Verma,0,4,76,66.3,0.8,1
2304654,Aryan More,0,13,24,80.9,2.5,1
2304655,Raj Mehta,0,13,58,52.7,4.2,1
2304656,Riya More,3,13,77,77.2,11.8,0
2304657,Shreya Mehta,8,4,28,70,9.5,1
2304658,Riya Mishra,7,10,42,95.9,10.2,0
2304659,Aryan Kulkarni,6,18,66,44.7,8.2,1
2304660,Sneha Shah,0,4,55,71.4,3.9,1
2304661,Deepak More,2,3,50,59,8.7,1
2304662,Rohan Pandey,8,14,42,48.3,8.2,1
2304663,Riya Kumar,8,20,75,55,7.5,1
2304664,Aryan Singh,4,6,90,50.6,3.9,1
2304665,Neha More,5,4,65,66.9,3.5,0
2304666,Nikhil Pandey,5,14,77,69.1,4.4,0
2304667,Sneha Sharma,3,13,55,90.6,4.1,0
2304668,Riya Nair,0,2,87,84.7,1.4,1
2304669,Neha Patel,4,4,79,51.2,9.7,1
2304670,Arjun Mehta,0,11,33,95.2,4.7,1
2304671,Shreya Desai,0,19,44,90.8,8.6,1
2304672,Riya Verma,4,13,90,73.8,3.7,0
2304673,Ananya Rao,4,4,98,31.3,7.4,1
2304674,Priya Kumar,6,3,63,44.6,0.9,1
2304675,Ananya Verma,1,20,65,85.3,1.7,0
2304676,Krishna Pandey,5,15,32,61.8,4.7,0
2304677,Vivaan Sharma,1,6,81,38.8,3.6,1
2304678,Aryan Verma,4,2,38,58.6,4.6,1
2304679,Ananya Kumar,3,3,31,44.8,11.2,1
2304680,Arjun Sharma,4,19,67,92.5,1.3,0
2304681,Pooja Rao,1,5,52,92.2,5.8,1
2304682,Ananya Kumar,7,2,98,57.1,2.8,1
2304683,Diya More,7,0,56,39.6,4.6,1
2304684,Manish Sharma,5,2,25,55.1,8.3,1
2304685,Priya Kulkarni,2,7,100,39,11.7,1
2304686,Aarav Kumar,3,15,62,51.3,8.5,1
2304687,Arjun Pawar,0,6,69,84,10.7,1
2304688,Kunal Kumar,8,17,65,50.4,2.2,0
2304689,Deepak Nair,4,8,92,68.1,2.6,0
2304690,Vivaan Mehta,7,2,47,38.3,10.6,1
2304691,Vijay Patel,2,17,86,54.3,7.5,1
2304692,Shreya Joshi,3,15,30,32.8,9.6,1
2304693,Pooja Kulkarni,3,20,39,68.4,3.1,0
2304694,Shreya Patel,7,0,49,54.3,4.5,1
2304695,Nikhil Tiwari,8,20,55,91,1.4,0
2304696,Vijay Verma,2,19,95,57.5,10.8,1
2304697,Sneha Desai,6,15,87,69,11.5,0
2304698,Riya Kumar,8,11,55,98.4,10.4,0
2304699,Rohan Desai,1,5,77,75,5.5,1
2304700,Aditya Pawar,3,20,47,65,4.4,0
2304701,Sneha Rao,2,8,58,36.9,5.8,1
2304702,Ishaan Gupta,7,20,85,87.5,7.8,0
2304703,Manish Kumar,3,12,62,75,5.5,0
2304704,Vivaan Pandey,8,11,24,37.6,5.3,1
2304705,Ananya Pawar,0,12,32,47.2,5.5,1
2304706,Aarav Pandey,0,17,28,67.6,9.1,1
2304707,Sneha Kulkarni,3,18,76,33.2,9.5,1
2304708,Amit Chavan,2,18,46,80.3,10.5,1
2304709,Siddharth Mehta,2,18,80,45.9,3.3,1
2304710,Aarav Pawar,1,5,96,64.3,2.3,1
2304711,Siddharth Mishra,1,15,69,46.9,4.5,1
2304712,Rahul Gupta,7,6,53,64.2,5.3,0
2304713,Aryan Rao,0,6,84,43.3,8.6,1
2304714,Vijay More,7,18,64,71.6,9.2,0
2304715,Deepak Mishra,2,15,53,93.7,11.8,0
2304716,Aarav Kulkarni,1,16,92,86.5,4.8,0
2304717,Deepak Pandey,8,18,27,46.9,5.1,1
2304718,Sneha Kumar,4,15,67,64.9,6.7,0
2304719,Aryan Mehta,4,15,55,59.6,9.9,1
2304720,Kavya Mehta,5,18,85,97.6,8.1,0
2304721,Aditya Desai,3,14,30,85.9,7.1,0
2304722,Ananya Nair,6,2,71,37.5,8,1
2304723,Deepak Pawar,6,14,55,41.8,5.8,0
2304724,Kavya Desai,8,15,50,79.1,9.2,0
2304725,Kunal Singh,5,19,43,41.2,1.4,1
2304726,Rohan Tiwari,0,4,40,96.5,6.4,1
2304727,Rohan Kumar,8,18,49,99.5,9.8,0
2304728,Aarav Singh,8,9,91,84.5,4,0
2304729,Siddharth Shah,4,12,83,31.9,10.2,1
2304730,Vijay Patel,6,14,58,63.8,9.5,0
2304731,Diya Kulkarni,0,11,20,58.4,7.2,1
2304732,Sai Desai,3,16,61,86,3.4,0
2304733,Suresh Singh,3,14,96,50.1,10.4,1
2304734,Aisha Chavan,4,3,24,57,0.8,1
2304735,Rohan Desai,5,14,31,36.5,7.3,1
2304736,Vijay Sharma,3,16,48,54,9.5,1
2304737,Raj Joshi,5,10,22,98.2,6.1,0
2304738,Ananya Joshi,6,14,80,96,1.7,0
2304739,Manish Joshi,2,19,70,82.5,10.1,0
2304740,Aryan Chavan,8,20,55,93.5,11,0
2304741,Raj Kumar,7,6,94,44.8,7,1
2304742,Krishna Mehta,0,12,21,73.5,9.6,1
2304743,Vivaan Mishra,1,12,48,65,7.5,1
2304744,Diya Singh,1,19,60,59.6,7.1,1
2304745,Deepak Shah,8,19,48,52.7,2,1
2304746,Kavya Verma,8,1,83,90.6,5.5,0
2304747,Diya Jadhav,8,9,77,63.9,8.3,0
2304748,Nikhil Pandey,0,17,29,80.7,5.7,1
2304749,Ishaan Pandey,6,19,30,79.4,7.6,0
2304750,Aarav Kulkarni,2,4,26,39.5,10.8,1
2304751,Aryan Shah,8,19,96,33.4,4.7,0
2304752,Arjun Mehta,7,18,80,88.8,10,0
2304753,Suresh Kumar,2,1,85,64.3,0.8,1
2304754,Riya Tiwari,0,3,72,86.7,10.3,1
2304755,Manish Mishra,8,15,84,50.8,1.7,0
2304756,Suresh Mishra,0,20,46,90.3,4.2,1
2304757,Arjun Chavan,2,15,26,88.2,6.4,1
2304758,Raj Desai,5,16,84,56.7,8,1
2304759,Amit Gupta,5,14,77,58.8,11.5,1
2304760,Diya Desai,3,12,44,54.6,4,1
2304761,Deepak More,1,0,67,32.4,1.5,1
2304762,Aditya Pandey,5,4,23,78.1,5.8,1
2304763,Rohan Joshi,4,19,27,49.1,4.5,1
2304764,Sai Patel,5,0,87,91.9,7.4,0
2304765,Kunal Mishra,6,11,79,92.8,11.1,0
2304766,Rohan Gupta,8,14,23,80.6,7.9,0
2304767,Suresh Jadhav,6,3,27,42.7,7.1,1
2304768,Amit Kumar,3,18,35,36.3,3.3,1
2304769,Kavya Kulkarni,4,15,38,87.2,3.5,0
2304770,Manish Sharma,5,17,20,92.5,5.5,0
2304771,Sneha Pawar,8,16,53,54.6,10.7,1
2304772,Aryan Shah,4,10,64,54.7,7.2,1
2304773,Riya Tiwari,4,19,82,57.3,6.2,0
2304774,Kunal Chavan,6,12,25,87.9,6.7,0
2304775,Ishaan Nair,1,8,55,79.5,10.1,0
2304776,Siddharth Pawar,2,16,85,38.5,8.3,1
2304777,Manish Jadhav,1,16,97,74.4,11.2,0
2304778,Aisha Chavan,1,4,27,30.7,7.2,1
2304779,Kavya Chavan,2,7,86,79.7,2.8,1
2304780,Neha Kumar,5,2,46,83.5,0.7,1
2304781,Sai Rao,4,5,53,87,4.1,0
2304782,Rahul Mehta,4,2,47,73.8,1.2,1
2304783,Vihaan Shah,1,7,50,42.6,5.2,1
2304784,Nikhil Shah,1,11,36,85.6,2.7,1
2304785,Suresh Pawar,0,3,74,93,5.2,1
2304786,Pooja Mehta,2,1,94,74.4,5.1,1
2304787,Rohan Nair,6,9,28,49.3,3.7,1
2304788,Riya Shah,4,14,76,42.6,8,1
2304789,Deepak Joshi,6,12,64,46.2,5.5,0
2304790,Shreya Pandey,8,14,25,31.2,10.8,1
2304791,Sai Shah,5,18,33,30.7,1.4,1
2304792,Priya Kulkarni,1,17,50,50.8,5.2,1
2304793,Aditya Verma,0,12,73,94.6,9.4,0
2304794,Sai Gupta,0,19,30,73.5,6.2,1
2304795,Shreya Chavan,8,19,88,57,11.6,1
2304796,Ishaan Kulkarni,5,0,21,30.8,2.5,1
2304797,Amit Desai,5,15,36,99.3,4.1,0
2304798,Aryan Shah,3,7,55,61.9,1.8,0
2304799,Rahul Rao,1,5,22,99.4,3.3,1
2304800,Manish Kulkarni,2,2,82,80.4,8.2,1
2304801,Arjun Mehta,2,19,62,33.6,6.1,1
2304802,Raj Chavan,7,15,52,90.1,2.4,0
2304803,Amit Tiwari,5,1,97,67.1,6,0
2304804,Amit Kumar,6,1,48,61.7,10.2,1
2304805,Manish Kulkarni,8,14,42,83,5.6,0
2304806,Neha Tiwari,0,9,78,84.2,0.7,0
2304807,Rohan Gupta,1,0,100,85.8,1.1,1
2304808,Shreya Verma,8,19,68,83.2,5.5,0
2304809,Priya Kumar,4,14,74,74.9,7.3,0
2304810,Aarav Shah,3,0,94,77.3,10.7,0
2304811,Vivaan Jadhav,0,15,47,90.1,11.8,1
2304812,Rohan Pawar,8,17,90,78.3,11.8,0
2304813,Amit Tiwari,8,4,91,37.1,6.9,1
2304814,Vijay Joshi,3,20,44,75.2,0.9,0
2304815,Amit Patel,8,4,26,41.9,3,1
2304816,Manish Rao,0,9,92,31,5.5,1
2304817,Aisha Verma,4,11,94,45,10.6,1
2304818,Kavya Shah,0,9,53,40.8,0.7,1
2304819,Ananya Pawar,3,1,41,37.1,6.4,1
2304820,Manish Nair,4,0,86,45,8,1
2304821,Aditya Kulkarni,2,15,69,69.4,3.8,0
2304822,Shreya Mishra,1,17,67,40.6,4.1,1
2304823,Ananya Pawar,5,6,91,49.6,5,1
2304824,Vihaan Nair,2,3,89,89.5,3.7,1
2304825,Priya Rao,0,9,76,92.2,5.5,0
2304826,Sai Mehta,4,9,44,53.3,2.3,1
2304827,Kunal Pandey,1,10,85,92.9,2.8,0
2304828,Vivaan Singh,1,2,35,71,0.9,1
2304829,Arjun Pawar,3,13,77,45.8,5.2,0
2304830,Ishaan Kumar,3,12,60,82.8,8.6,0
2304831,Amit Shah,3,18,70,94.5,6.3,0
2304832,Rahul Kumar,6,9,40,76.1,6.6,0
2304833,Neha Patel,0,14,98,44.1,5.7,1
2304834,Shreya More,7,7,75,36,7.2,1
2304835,Neha Pandey,8,16,66,46.1,3.1,0
2304836,Sai Chavan,5,5,62,53.7,2.9,1
